scenario_id,encounter_requested,encounter_observed,role,cas,cas_name,dcpa_target_m,tcpa_target_s,own_speed_kn,tgt_speed_kn,own_vessel,tgt_vessel,tgt_status,visibility,initial_range_m,relative_bearing_deg,tgt_heading_deg,min_dist_m,min_intrusion,safe,domain_respected,collision,excess_path_pct,progress_loss_pct,cross_track_m,heading_changes,total_alteration_deg,crossed_ahead,encounter,starboard_alteration,substantial_action,early_action,no_cross_ahead,stand_on_held,compliance
crossing_0055,crossing,crossing,give_way,rule_based,Rule-based COLREGS,283.7669794035234,1530.240410440821,8.281625371327234,13.69293449852757,container_feeder,handysize_bulker,power_driven,moderate,7855.69773830257,94.69608124676871,313.6789143836602,1025.142984364828,2.8394530812249856,True,True,False,-1.294653736881888,8.990191212985408,2621.6159597016467,110,60.22687633534866,False,crossing,1.0,1.0,1.0,1.0,,1.0
crossing_0055,crossing,crossing,give_way,velocity_obstacle,Velocity obstacle,283.7669794035234,1530.240410440821,8.281625371327234,13.69293449852757,container_feeder,handysize_bulker,power_driven,moderate,7855.69773830257,94.69608124676871,313.6789143836602,1102.0344942287493,2.773943909811428,True,True,False,-1.3907520284731816,7.177913371995718,2056.261802480576,78,50.665895338508605,False,crossing,1.0,1.0,1.0,1.0,,1.0
crossing_0055,crossing,crossing,give_way,mpc,MPC,283.7669794035234,1530.240410440821,8.281625371327234,13.69293449852757,container_feeder,handysize_bulker,power_driven,moderate,7855.69773830257,94.69608124676871,313.6789143836602,1042.512629792395,2.597579587022968,True,True,False,-5.111265646731614,5.111265646731614,0.0,0,0.0,False,crossing,0.0,0.0,1.0,1.0,,0.5
crossing_0056,crossing,crossing,stand_on,no_action,No action (baseline),991.0289545041254,1230.8648369052194,10.849106254833263,12.210158719893037,coastal_tanker,container_feeder,power_driven,good,9307.308779258097,-61.041434103428166,78.417865151731,991.0502860783641,2.897650158238898,True,True,False,1.8131296641650563e-13,-1.994442630581562e-13,0.0,0,0.0,True,crossing,,,,,1.0,1.0
crossing_0056,crossing,crossing,stand_on,rule_based,Rule-based COLREGS,991.0289545041254,1230.8648369052194,10.849106254833263,12.210158719893037,coastal_tanker,container_feeder,power_driven,good,9307.308779258097,-61.041434103428166,78.417865151731,991.0502860783641,2.897650158238898,True,True,False,1.8131296641650563e-13,-1.994442630581562e-13,0.0,0,0.0,True,crossing,,,,,1.0,1.0
crossing_0056,crossing,crossing,stand_on,velocity_obstacle,Velocity obstacle,991.0289545041254,1230.8648369052194,10.849106254833263,12.210158719893037,coastal_tanker,container_feeder,power_driven,good,9307.308779258097,-61.041434103428166,78.417865151731,991.0502860783641,2.897650158238898,True,True,False,1.8131296641650563e-13,-1.994442630581562e-13,0.0,0,0.0,True,crossing,,,,,1.0,1.0
crossing_0056,crossing,crossing,stand_on,mpc,MPC,991.0289545041254,1230.8648369052194,10.849106254833263,12.210158719893037,coastal_tanker,container_feeder,power_driven,good,9307.308779258097,-61.041434103428166,78.417865151731,991.0502860783641,2.897650158238898,True,True,False,1.8131296641650563e-13,-1.994442630581562e-13,0.0,0,0.0,True,crossing,,,,,1.0,1.0
crossing_0057,crossing,crossing,give_way,no_action,No action (baseline),930.6567280704637,1377.1772093393854,15.119500037084677,8.429221525346541,handysize_bulker,coastal_tanker,power_driven,good,12043.279153861607,25.354530154553075,272.79288361120837,930.8503008779307,1.4216905204964214,True,True,False,-8.846964982841213e-13,8.846964982841213e-13,0.0,0,0.0,False,crossing,0.0,0.0,0.0,1.0,,0.25
crossing_0057,crossing,crossing,give_way,rule_based,Rule-based COLREGS,930.6567280704637,1377.1772093393854,15.119500037084677,8.429221525346541,handysize_bulker,coastal_tanker,power_driven,good,12043.279153861607,25.354530154553075,272.79288361120837,930.8503008779307,1.4216905204964214,True,True,False,-8.846964982841213e-13,8.846964982841213e-13,0.0,0,0.0,False,crossing,0.0,0.0,0.0,1.0,,0.25
crossing_0057,crossing,crossing,give_way,velocity_obstacle,Velocity obstacle,930.6567280704637,1377.1772093393854,15.119500037084677,8.429221525346541,handysize_bulker,coastal_tanker,power_driven,good,12043.279153861607,25.354530154553075,272.79288361120837,930.8503008779307,1.4216905204964214,True,True,False,-8.846964982841213e-13,8.846964982841213e-13,0.0,0,0.0,False,crossing,0.0,0.0,0.0,1.0,,0.25
crossing_0057,crossing,crossing,give_way,mpc,MPC,930.6567280704637,1377.1772093393854,15.119500037084677,8.429221525346541,handysize_bulker,coastal_tanker,power_driven,good,12043.279153861607,25.354530154553075,272.79288361120837,930.8503008779307,1.4216905204964214,True,True,False,-8.846964982841213e-13,8.846964982841213e-13,0.0,0,0.0,False,crossing,0.0,0.0,0.0,1.0,,0.25
crossing_0058,crossing,crossing,give_way,no_action,No action (baseline),1018.2561064154129,1417.558884816956,12.535743880571726,15.598517099277403,coastal_tanker,vlcc,restricted_manoeuvrability,good,4736.155078620282,-119.20711642994775,22.909702948680707,1018.2872593626953,2.854678965123628,True,True,False,-6.119801314873135e-13,6.119801314873135e-13,0.0,0,0.0,True,crossing,0.0,0.0,0.0,0.0,,0.0
crossing_0058,crossing,crossing,give_way,rule_based,Rule-based COLREGS,1018.2561064154129,1417.558884816956,12.535743880571726,15.598517099277403,coastal_tanker,vlcc,restricted_manoeuvrability,good,4736.155078620282,-119.20711642994775,22.909702948680707,1018.2872593626953,2.854678965123628,True,True,False,-6.119801314873135e-13,6.119801314873135e-13,0.0,0,0.0,True,crossing,0.0,0.0,0.0,0.0,,0.0
crossing_0058,crossing,crossing,give_way,velocity_obstacle,Velocity obstacle,1018.2561064154129,1417.558884816956,12.535743880571726,15.598517099277403,coastal_tanker,vlcc,restricted_manoeuvrability,good,4736.155078620282,-119.20711642994775,22.909702948680707,1018.2872593626953,2.854678965123628,True,True,False,-6.119801314873135e-13,6.119801314873135e-13,0.0,0,0.0,True,crossing,0.0,0.0,0.0,0.0,,0.0
crossing_0058,crossing,crossing,give_way,mpc,MPC,1018.2561064154129,1417.558884816956,12.535743880571726,15.598517099277403,coastal_tanker,vlcc,restricted_manoeuvrability,good,4736.155078620282,-119.20711642994775,22.909702948680707,1018.2872593626953,2.854678965123628,True,True,False,-6.119801314873135e-13,6.119801314873135e-13,0.0,0,0.0,True,crossing,0.0,0.0,0.0,0.0,,0.0
crossing_0059,crossing,crossing,give_way,no_action,No action (baseline),23.977524152442587,1270.9571145236305,8.06806023473612,8.337711250990402,coastal_tanker,handysize_bulker,power_driven,good,8002.415721867892,42.77215935538953,263.51945657505024,24.72323186639845,0.09275247731294993,False,False,True,-1.194674995714197e-12,1.194674995714197e-12,0.0,0,0.0,True,crossing,0.0,0.0,0.0,0.0,,0.0
crossing_0059,crossing,crossing,give_way,rule_based,Rule-based COLREGS,23.977524152442587,1270.9571145236305,8.06806023473612,8.337711250990402,coastal_tanker,handysize_bulker,power_driven,good,8002.415721867892,42.77215935538953,263.51945657505024,1530.4611266917796,6.380541045535126,True,True,False,-0.41582406177722364,4.871371162529196,2218.029660316592,54,34.999999989742975,False,crossing,1.0,1.0,1.0,1.0,,1.0
crossing_0059,crossing,crossing,give_way,velocity_obstacle,Velocity obstacle,23.977524152442587,1270.9571145236305,8.06806023473612,8.337711250990402,coastal_tanker,handysize_bulker,power_driven,good,8002.415721867892,42.77215935538953,263.51945657505024,1075.552763078386,3.454586002720227,True,True,False,-0.11909420205431238,1.4789387391565483,1320.2373527449956,53,19.99998860317765,False,crossing,1.0,0.0,1.0,1.0,,0.75
